quiver exchange matrix,mutation acyclic,mutation abundant,mutation complete,mutation connected,mutation equivalent to a quiver with a mutation-cyclic 3-vertex subquiver,mutation finite,finite forkless part,finite preforkless part,surface quiver,mutation equivalent to a quiver with a vortex subquiver,totally proper,Alexander polynomial,number of vertices,determinant of exchange matrix,gcd vector,rank of exchange matrix,determinant of companion modulo 4,mutation cycle in class,minimum number of arrows in class,class index
[0 1 -1 2 -1 0 -4 7 1 4 0 -2 -2 -7 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 -1 2 -1 0 0 2 1 0 0 1 -2 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 -1 2 -1 0 1 -2 1 -1 0 3 -2 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 -1 2 -1 0 1 -1 1 -1 0 -4 -2 1 4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 -1 3 -1 0 1 2 1 -1 0 -2 -3 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 -1 4 -1 0 -2 10 1 2 0 -5 -4 -10 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 -1 4 -1 0 0 -1 1 0 0 -2 -4 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -5 -1 0 -2 4 0 2 0 -7 5 -4 7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -5 -1 0 -1 3 0 1 0 -2 5 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -5 -1 0 1 1 0 -1 0 2 5 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -5 -1 0 2 -10 0 -2 0 7 5 10 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -2 -1 0 -2 13 0 2 0 -7 2 -13 7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -2 -1 0 -1 3 0 1 0 -5 2 -3 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -2 -1 0 -1 4 0 1 0 1 2 -4 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -2 -1 0 1 -2 0 -1 0 5 2 2 -5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -2 -1 0 1 4 0 -1 0 -1 2 -4 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -2 -1 0 2 -1 0 -2 0 7 2 1 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -1 -1 0 -2 3 0 2 0 1 1 -3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -1 -1 0 -1 -2 0 1 0 2 1 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -1 -1 0 1 -2 0 -1 0 -2 1 2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 -1 -1 0 2 3 0 -2 0 -1 1 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 1 -1 0 -2 -2 0 2 0 -1 -1 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 1 -1 0 -1 4 0 1 0 -2 -1 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 1 -1 0 1 2 0 -1 0 2 -1 -2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 1 -1 0 2 -4 0 -2 0 1 -1 4 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 2 -1 0 -1 -2 0 1 0 -1 -2 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 0 2 -1 0 1 -3 0 -1 0 1 -2 3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -4 -1 0 0 2 -1 0 0 5 4 -2 -5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -4 -1 0 0 5 -1 0 0 2 4 -5 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -3 -1 0 -4 2 -1 4 0 -7 3 -2 7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -3 -1 0 0 -2 -1 0 0 1 3 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -3 -1 0 0 1 -1 0 0 -2 3 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -3 -1 0 4 -7 -1 -4 0 2 3 7 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -2 -1 0 -2 2 -1 2 0 -5 2 -2 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -2 -1 0 2 -5 -1 -2 0 2 2 5 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -1 -1 0 -2 5 -1 2 0 0 1 -5 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 -1 -1 0 2 0 -1 -2 0 5 1 0 -5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 0 -1 0 -4 2 -1 4 0 -1 0 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 0 -1 0 -2 -2 -1 2 0 1 0 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 0 -1 0 2 1 -1 -2 0 -2 0 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 0 -1 0 4 -1 -1 -4 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 2 -1 0 0 -1 -1 0 0 2 -2 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 1 2 -1 0 0 2 -1 0 0 -1 -2 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -14 -1 0 1 -5 -2 -1 0 7 14 5 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -7 -1 0 -1 2 -2 1 0 0 7 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -5 -1 0 1 4 -2 -1 0 10 5 -4 -10 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -5 -1 0 2 3 -2 -2 0 13 5 -3 -13 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -4 -1 0 -3 2 -2 3 0 -5 4 -2 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -4 -1 0 0 -1 -2 0 0 1 4 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -3 -1 0 0 2 -2 0 0 7 3 -2 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -3 -1 0 5 1 -2 -5 0 14 3 -1 -14 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -2 -1 0 -2 5 -2 2 0 3 2 -5 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -2 -1 0 1 0 -2 -1 0 -1 2 0 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -1 -1 0 -2 1 -2 2 0 -3 1 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -1 -1 0 -1 1 -2 1 0 4 1 -1 -4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -1 -1 0 2 0 -2 -2 0 -1 1 0 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 -1 -1 0 7 -4 -2 -7 0 2 1 4 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 0 -1 0 -3 1 -2 3 0 -1 0 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 0 -1 0 -2 -1 -2 2 0 1 0 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 1 -1 0 -1 0 -2 1 0 -2 -1 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 1 -1 0 2 0 -2 -2 0 1 -1 0 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 2 -1 0 0 1 -2 0 0 -1 -2 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 2 2 -1 0 1 0 -2 -1 0 1 -2 0 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 3 -2 -1 0 2 -2 -3 -2 0 1 2 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 3 -1 -1 0 2 1 -3 -2 0 2 1 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 4 -10 -1 0 -1 3 -4 1 0 -1 10 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 4 -7 -1 0 -1 9 -4 1 0 26 7 -9 -26 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 4 -2 -1 0 1 -1 -4 -1 0 1 2 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 4 -2 -1 0 1 2 -4 -1 0 7 2 -2 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 4 -1 -1 0 -1 0 -4 1 0 2 1 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 4 -1 -1 0 10 -2 -4 -10 0 5 1 2 -5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 5 -2 -1 0 -2 3 -5 2 0 8 2 -3 -8 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 7 -5 -1 0 -2 1 -7 2 0 0 5 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 7 -4 -1 0 -3 5 -7 3 0 26 4 -5 -26 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 11 -2 -1 0 2 0 -11 -2 0 7 2 0 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 1 26 -4 -1 0 9 -1 -26 -9 0 7 4 1 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -13 3 -2 0 4 -1 13 -4 0 2 -3 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -10 -1 -2 0 7 0 10 -7 0 5 1 0 -5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -7 -2 -2 0 4 1 7 -4 0 -1 2 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -7 0 -2 0 -1 1 7 1 0 -5 0 -1 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -7 0 -2 0 4 -1 7 -4 0 5 0 1 -5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -7 0 -2 0 11 1 7 -11 0 -2 0 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -7 0 -2 0 13 -1 7 -13 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -5 -3 -2 0 1 2 5 -1 0 -2 3 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -5 1 -2 0 13 -2 5 -13 0 -3 -1 2 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -5 2 -2 0 0 1 5 0 0 -1 -2 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -5 2 -2 0 1 -1 5 -1 0 0 -2 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -5 8 -2 0 -1 3 5 1 0 -2 -8 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -4 -1 -2 0 1 0 4 -1 0 -1 1 0 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -4 -1 -2 0 7 3 4 -7 0 -1 1 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -4 1 -2 0 -5 3 4 5 0 -2 -1 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -4 1 -2 0 1 0 4 -1 0 1 -1 0 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -3 -8 -2 0 1 5 3 -1 0 -2 8 -5 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -3 -5 -2 0 2 1 3 -2 0 2 5 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -3 -2 -2 0 1 -1 3 -1 0 1 2 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -3 -1 -2 0 5 4 3 -5 0 -2 1 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -3 1 -2 0 7 0 3 -7 0 -2 -1 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -3 1 -2 0 14 -5 3 -14 0 -1 -1 5 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -3 5 -2 0 1 0 3 -1 0 -1 -5 0 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 -7 -2 0 1 4 2 -1 0 1 7 -4 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 -3 -2 0 -1 1 2 1 0 -1 3 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 -1 -2 0 1 -3 2 -1 0 2 1 3 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 -1 -2 0 5 2 2 -5 0 -1 1 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 1 -2 0 -1 -1 2 1 0 0 -1 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 1 -2 0 3 2 2 -3 0 -5 -1 -2 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 3 -2 0 -1 5 2 1 0 -2 -3 -5 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -2 5 -2 0 1 1 2 -1 0 -2 -5 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -10 -2 0 0 7 1 0 0 -5 10 -7 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -5 -2 0 -1 2 1 1 0 -2 5 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -4 -2 0 0 1 1 0 0 1 4 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -4 -2 0 3 7 1 -3 0 1 4 -7 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -3 -2 0 4 5 1 -4 0 2 3 -5 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -2 -2 0 -3 1 1 3 0 -2 2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -2 -2 0 2 5 1 -2 0 1 2 -5 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -1 -2 0 0 7 1 0 0 -2 1 -7 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 -1 -2 0 7 0 1 -7 0 2 1 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 0 -2 0 -11 7 1 11 0 -2 0 -7 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 0 -2 0 -2 -1 1 2 0 -1 0 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 0 -2 0 -2 1 1 2 0 1 0 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 0 -2 0 -1 5 1 1 0 -1 0 -5 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 0 -2 0 3 -7 1 -3 0 2 0 7 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 0 -2 0 4 -5 1 -4 0 1 0 5 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 1 -2 0 -3 2 1 3 0 -1 -1 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 1 -2 0 -1 -2 1 1 0 0 -1 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 1 -2 0 2 -7 1 -2 0 4 -1 7 -4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 1 -2 0 4 1 1 -4 0 -1 -1 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 2 -2 0 2 -1 1 -2 0 -3 -2 1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 2 -2 0 3 1 1 -3 0 -2 -2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 3 -2 0 -2 13 1 2 0 -5 -3 -13 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 -1 3 -2 0 0 -1 1 0 0 -1 -3 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -7 -2 0 -1 4 0 1 0 -5 7 -4 5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -7 -2 0 -1 13 0 1 0 -2 7 -13 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -7 -2 0 1 -1 0 -1 0 5 7 1 -5 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -7 -2 0 1 11 0 -1 0 2 7 -11 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -1 -2 0 -7 3 0 7 0 -2 1 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -1 -2 0 -5 4 0 5 0 -1 1 -4 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -1 -2 0 -1 -2 0 1 0 1 1 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -1 -2 0 1 -2 0 -1 0 -1 1 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -1 -2 0 5 -1 0 -5 0 1 1 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 -1 -2 0 7 -11 0 -7 0 2 1 11 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
[0 2 0 1 -2 0 -1 3 0 1 0 -1 -1 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 15 -23 15 1],4,9,[1 1 1 1],4,1,T,48,98
