quiver exchange matrix,mutation acyclic,mutation abundant,mutation complete,mutation connected,mutation equivalent to a quiver with a mutation-cyclic 3-vertex subquiver,mutation finite,finite forkless part,finite preforkless part,surface quiver,mutation equivalent to a quiver with a vortex subquiver,totally proper,Alexander polynomial,number of vertices,determinant of exchange matrix,gcd vector,rank of exchange matrix,determinant of companion modulo 4,mutation cycle in class,minimum number of arrows in class,class index
[0 1 -2 -1 -1 0 3 -2 2 -3 0 0 1 2 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -2 1 -1 0 3 2 2 -3 0 0 -1 -2 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -2 2 -1 0 -1 -2 2 1 0 -1 -2 2 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -2 2 -1 0 4 1 2 -4 0 -3 -2 -1 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -2 3 -1 0 -2 0 2 2 0 -1 -3 0 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -2 4 -1 0 -1 7 2 1 0 -3 -4 -7 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -1 -4 -1 0 3 2 1 -3 0 3 4 -2 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -1 -3 -1 0 -2 1 1 2 0 0 3 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -1 3 -1 0 3 0 1 -3 0 -2 -3 0 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 -1 4 -1 0 -2 3 1 2 0 -2 -4 -3 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 0 -4 -1 0 -3 2 0 3 0 -5 4 -2 5 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 0 -4 -1 0 3 -13 0 -3 0 5 4 13 -5 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 0 -3 -1 0 3 2 0 -3 0 2 3 -2 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 0 1 -1 0 -5 2 0 5 0 -2 -1 -2 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 0 1 -1 0 5 -8 0 -5 0 2 -1 8 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 0 2 -1 0 -3 1 0 3 0 -1 -2 -1 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 0 2 -1 0 3 -2 0 -3 0 1 -2 2 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 1 -3 -1 0 -2 0 -1 2 0 1 3 0 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 1 -3 -1 0 2 1 -1 -2 0 0 3 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 1 2 -1 0 -2 2 -1 2 0 -1 -2 -2 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 1 2 -1 0 2 -1 -1 -2 0 2 -2 1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 2 -3 -1 0 -1 7 -2 1 0 4 3 -7 -4 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 2 -3 -1 0 2 3 -2 -2 0 5 3 -3 -5 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 2 -2 -1 0 -2 -1 -2 2 0 1 2 1 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 2 -2 -1 0 1 4 -2 -1 0 3 2 -4 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 2 -1 -1 0 -1 -2 -2 1 0 2 1 2 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 2 0 -1 0 -2 3 -2 2 0 -1 0 -3 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 2 0 -1 0 1 -3 -2 -1 0 1 0 3 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 3 -2 -1 0 0 -2 -3 0 0 1 2 2 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 4 -2 -1 0 7 -1 -4 -7 0 3 2 1 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 5 -8 -1 0 0 -1 -5 0 0 2 8 1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 5 -3 -1 0 3 0 -5 -3 0 2 3 0 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 1 5 -2 -1 0 0 3 -5 0 0 8 2 -3 -8 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -7 0 -2 0 5 -1 7 -5 0 7 0 1 -7 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -5 1 -2 0 2 1 5 -2 0 0 -1 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -3 0 -2 0 1 -1 3 -1 0 -2 0 1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -3 0 -2 0 1 1 3 -1 0 2 0 -1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -3 11 -2 0 1 -4 3 -1 0 -3 -11 4 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -2 -1 -2 0 -1 3 2 1 0 0 1 -3 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -1 -4 -2 0 3 5 1 -3 0 7 4 -5 -7 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -1 -2 -2 0 3 3 1 -3 0 -2 2 -3 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -1 3 -2 0 -2 5 1 2 0 -3 -3 -5 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 -1 3 -2 0 3 -2 1 -3 0 0 -3 2 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 0 -3 -2 0 1 1 0 -1 0 -2 3 -1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 0 1 -2 0 1 -1 0 -1 0 3 -1 1 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 0 1 -2 0 3 -1 0 -3 0 2 -1 1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 1 -3 -2 0 -2 5 -1 2 0 3 3 -5 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 1 -2 -2 0 -1 3 -1 1 0 4 2 -3 -4 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 1 0 -2 0 -1 1 -1 1 0 -3 0 -1 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 1 0 -2 0 2 -1 -1 -2 0 3 0 1 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 2 11 -3 -2 0 -4 1 -11 4 0 3 3 -1 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -6 -1 -3 0 2 1 6 -2 0 1 1 -1 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -3 -5 -3 0 1 2 3 -1 0 2 5 -2 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -2 0 -3 0 5 -2 2 -5 0 -1 0 2 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -2 0 -3 0 5 2 2 -5 0 1 0 -2 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -2 3 -3 0 1 -2 2 -1 0 -2 -3 2 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -2 5 -3 0 1 7 2 -1 0 -4 -5 -7 4 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 -6 -3 0 1 2 1 -1 0 -1 6 -2 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 -2 -3 0 0 1 1 0 0 2 2 -1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 -2 -3 0 2 0 1 -2 0 -1 2 0 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 0 -3 0 -5 2 1 5 0 -3 0 -2 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 0 -3 0 1 -2 1 -1 0 3 0 2 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 2 -3 0 1 3 1 -1 0 -4 -2 -3 4 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 2 -3 0 2 0 1 -2 0 1 -2 0 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 -1 2 -3 0 3 -5 1 -3 0 2 -2 5 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -5 -3 0 -1 2 0 1 0 -4 5 -2 4 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -5 -3 0 1 -2 0 -1 0 4 5 2 -4 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -2 -3 0 -2 5 0 2 0 1 2 -5 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -2 -3 0 2 5 0 -2 0 -1 2 -5 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -1 -3 0 -2 1 0 2 0 -3 1 -1 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -1 -3 0 -1 1 0 1 0 2 1 -1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -1 -3 0 1 1 0 -1 0 -2 1 -1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 0 -1 -3 0 2 -5 0 -2 0 3 1 5 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 3 1 -2 -3 0 0 1 -1 0 0 -2 2 -1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -38 -5 -5 0 8 1 38 -8 0 -1 5 -1 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -8 0 -5 0 38 1 8 -38 0 -3 0 -1 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -5 -38 -5 0 1 8 5 -1 0 1 38 -8 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -5 8 -5 0 1 -1 5 -1 0 -2 -8 1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -3 2 -5 0 2 1 3 -2 0 0 -2 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -2 -1 -5 0 7 7 2 -7 0 0 1 -7 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -2 0 -5 0 2 -1 2 -2 0 -1 0 1 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -2 0 -5 0 2 1 2 -2 0 1 0 -1 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -1 -8 -5 0 0 2 1 0 0 1 8 -2 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -1 -2 -5 0 5 8 1 -5 0 -1 2 -8 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 -1 1 -5 0 0 8 1 0 0 -3 -1 -8 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 0 -8 -5 0 1 38 0 -1 0 3 8 -38 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 0 -2 -5 0 -1 2 0 1 0 1 2 -2 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 0 -2 -5 0 1 2 0 -1 0 -1 2 -2 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 1 -8 -5 0 0 2 -1 0 0 -1 8 -2 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 1 -3 -5 0 -3 2 -1 3 0 0 3 -2 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 5 1 -2 -5 0 0 8 -1 0 0 3 2 -8 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 11 -2 0 -11 0 8 -9 2 -8 0 1 0 9 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 11 0 -2 -11 0 -9 8 0 9 0 -1 2 -8 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 19 9 19 1],4,49,[1 1 1 1],4,1,T,31,542
[0 -6 1 2 6 0 -5 -8 -1 5 0 0 -2 8 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -6 1 2 6 0 -1 -4 -1 1 0 0 -2 4 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -6 1 4 6 0 -5 -22 -1 5 0 0 -4 22 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -6 1 4 6 0 -1 -2 -1 1 0 0 -4 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -6 5 8 6 0 -1 -2 -5 1 0 0 -8 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -6 5 22 6 0 -1 -4 -5 1 0 0 -22 4 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -5 -1 2 5 0 1 -4 1 -1 0 0 -2 4 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -5 -1 4 5 0 1 -2 1 -1 0 0 -4 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -5 1 0 5 0 -6 8 -1 6 0 -2 0 -8 2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -5 1 0 5 0 -6 22 -1 6 0 -4 0 -22 4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -5 6 -22 5 0 -1 0 -6 1 0 4 22 0 -4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -5 6 -8 5 0 -1 0 -6 1 0 2 8 0 -2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 1 2 3 0 -2 -2 -1 2 0 0 -2 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 1 2 3 0 -1 -4 -1 1 0 0 -2 4 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 1 4 3 0 -2 -10 -1 2 0 0 -4 10 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 1 4 3 0 -2 8 -1 2 0 -6 -4 -8 6 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 1 4 3 0 -1 -2 -1 1 0 0 -4 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 2 -8 3 0 -1 -4 -2 1 0 6 8 4 -6 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 2 2 3 0 -1 -2 -2 1 0 0 -2 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -3 2 10 3 0 -1 -4 -2 1 0 0 -10 4 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 -1 2 2 0 -1 0 1 1 0 -2 -2 0 2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 -1 2 2 0 1 -4 1 -1 0 0 -2 4 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 -1 4 2 0 -1 -6 1 1 0 -4 -4 6 4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 -1 4 2 0 1 -2 1 -1 0 0 -4 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 -1 10 2 0 -1 0 1 1 0 -4 -10 0 4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 1 0 2 0 -3 2 -1 3 0 -2 0 -2 2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 1 0 2 0 -3 10 -1 3 0 -4 0 -10 4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 1 0 2 0 1 -10 -1 -1 0 4 0 10 -4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 1 0 2 0 1 -2 -1 -1 0 2 0 2 -2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 1 6 2 0 -3 -8 -1 3 0 -4 -6 8 4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 1 6 2 0 1 -4 -1 -1 0 4 -6 4 -4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 3 -10 2 0 -1 0 -3 1 0 4 10 0 -4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 3 -2 2 0 -1 0 -3 1 0 2 2 0 -2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -2 3 8 2 0 -1 -6 -3 1 0 4 -8 6 -4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -5 2 1 0 -1 0 5 1 0 -4 -2 0 4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -5 4 1 0 -1 0 5 1 0 -2 -4 0 2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -2 2 1 0 -1 0 2 1 0 -4 -2 0 4 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -2 2 1 0 1 -2 2 -1 0 0 -2 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -2 4 1 0 -1 0 2 1 0 -2 -4 0 2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -2 4 1 0 1 -4 2 -1 0 -6 -4 4 6 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -2 10 1 0 1 -4 2 -1 0 0 -10 4 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -1 2 1 0 -2 0 1 2 0 -2 -2 0 2 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -1 2 1 0 2 -2 1 -2 0 0 -2 2 0 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
[0 -1 -1 4 1 0 -2 0 1 2 0 -10 -4 0 10 0],NULL,F,F,T,NULL,F,F,NULL,F,NULL,NULL,[1 0 2 0 1],4,4,[1 1 1 2],4,0,T,22,543
