quiver exchange matrix,mutation acyclic,mutation abundant,mutation complete,mutation connected,mutation equivalent to a quiver with a mutation-cyclic 3-vertex subquiver,mutation finite,finite forkless part,finite preforkless part,surface quiver,mutation equivalent to a quiver with a vortex subquiver,totally proper,Alexander polynomial,number of vertices,determinant of exchange matrix,gcd vector,rank of exchange matrix,determinant of companion modulo 4,mutation cycle in class,minimum number of arrows in class,class index
[0 0 10 -2 0 0 6 -1 -10 -6 0 6 2 1 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 -6 -2 -2 0 2 1 6 -2 0 0 2 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 -6 0 -2 0 0 1 6 0 0 -2 0 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 -6 0 -2 0 2 -1 6 -2 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 -2 0 -2 0 6 -1 2 -6 0 0 0 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 -2 0 -2 0 6 1 2 -6 0 0 0 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 2 -2 -2 0 -2 1 -2 2 0 -2 2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 2 0 -2 0 -2 -1 -2 2 0 0 0 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 2 0 -2 0 -2 1 -2 2 0 0 0 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 2 10 -2 -2 0 0 1 -10 0 0 6 2 -1 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 6 -2 0 -6 0 2 -1 2 -2 0 0 0 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 6 -2 0 -6 0 2 1 2 -2 0 0 0 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 6 10 -6 -6 0 0 1 -10 0 0 2 6 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 17 -32 17 1],4,4,[2 1 2 1],4,0,T,19,252
[0 -10 -2 2 10 0 -1 -6 2 1 0 -1 -2 6 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -10 0 2 10 0 7 -6 0 -7 0 1 -2 6 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -10 2 -2 10 0 -6 -1 -2 6 0 1 2 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -10 2 0 10 0 -6 7 -2 6 0 -1 0 -7 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -10 6 -2 10 0 -2 3 -6 2 0 -1 2 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -6 -2 2 6 0 1 -2 2 -1 0 -1 -2 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -6 2 -2 6 0 -2 1 -2 2 0 1 2 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -6 2 10 6 0 1 -2 -2 -1 0 3 -10 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -6 10 2 6 0 -2 1 -10 2 0 -3 -2 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -10 2 2 0 1 -1 10 -1 0 -6 -2 1 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -10 6 2 0 -3 1 10 3 0 -2 -6 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -6 2 2 0 -1 -1 6 1 0 -2 -2 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -2 0 2 0 -3 1 2 3 0 -1 0 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -2 0 2 0 -2 -1 2 2 0 1 0 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -2 0 2 0 2 1 2 -2 0 -1 0 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -2 0 2 0 3 -1 2 -3 0 1 0 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -2 2 2 0 -2 3 2 2 0 -1 -2 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -2 2 2 0 2 -1 2 -2 0 3 -2 1 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 -2 2 0 -1 -2 0 1 0 -1 2 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 -2 2 0 -1 3 0 1 0 -1 2 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 -2 2 0 1 -3 0 -1 0 1 2 3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 -2 2 0 1 2 0 -1 0 1 2 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 2 2 0 -1 -6 0 1 0 1 -2 6 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 2 2 0 -1 2 0 1 0 1 -2 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 2 2 0 1 -6 0 -1 0 -1 -2 6 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 2 2 0 1 2 0 -1 0 -1 -2 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 8 2 0 -1 -1 0 1 0 -2 -8 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 8 2 0 1 -3 0 -1 0 2 -8 3 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 0 10 2 0 1 -6 0 -1 0 7 -10 6 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 -10 2 0 -1 1 -2 1 0 6 10 -1 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 -6 2 0 -1 -1 -2 1 0 2 6 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 -2 2 0 -1 2 -2 1 0 -3 2 -2 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 -2 2 0 3 -2 -2 -3 0 1 2 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 0 2 0 -6 -1 -2 6 0 -1 0 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 0 2 0 -6 1 -2 6 0 1 0 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 0 2 0 2 -1 -2 -2 0 -1 0 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 0 2 0 2 1 -2 -2 0 1 0 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 2 2 0 -1 3 -2 1 0 -2 -2 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 2 2 0 3 -1 -2 -3 0 2 -2 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 6 2 0 -1 -2 -2 1 0 1 -6 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 2 10 2 0 -1 -6 -2 1 0 -1 -10 6 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 6 -10 2 0 1 -3 -6 -1 0 2 10 3 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 6 2 2 0 -2 -1 -6 2 0 -1 -2 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 8 0 2 0 -3 1 -8 3 0 -2 0 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 8 0 2 0 -1 -1 -8 1 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 10 0 2 0 -6 1 -10 6 0 -7 0 -1 7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 10 2 2 0 -6 -1 -10 6 0 1 -2 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -10 2 0 0 -7 1 10 7 0 -6 -2 -1 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -8 2 0 0 -2 1 8 2 0 -3 -2 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -8 2 0 0 2 -1 8 -2 0 -1 -2 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 -2 0 0 -1 1 2 1 0 -3 2 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 -2 0 0 -1 1 2 1 0 2 2 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 -2 0 0 1 -1 2 -1 0 -2 2 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 -2 0 0 1 -1 2 -1 0 3 2 1 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 2 0 0 -1 -1 2 1 0 -6 -2 1 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 2 0 0 -1 -1 2 1 0 2 -2 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 2 0 0 1 1 2 -1 0 -6 -2 -1 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 2 0 0 1 1 2 -1 0 2 -2 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 8 0 0 -1 2 2 1 0 -3 -8 -2 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 8 0 0 1 -2 2 -1 0 -1 -8 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 -2 10 0 0 -1 7 2 1 0 -6 -10 -7 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 -10 0 0 1 -7 -2 -1 0 6 10 7 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 -8 0 0 1 -2 -2 -1 0 3 8 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 -2 0 0 -1 -1 -2 1 0 -2 2 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 -2 0 0 -1 -1 -2 1 0 6 2 1 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 -2 0 0 1 1 -2 -1 0 -2 2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 -2 0 0 1 1 -2 -1 0 6 2 -1 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 2 0 0 -1 1 -2 1 0 -3 -2 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 2 0 0 -1 1 -2 1 0 2 -2 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 2 0 0 1 -1 -2 -1 0 -2 -2 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 2 2 0 0 1 -1 -2 -1 0 3 -2 1 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 8 -2 0 0 -2 1 -8 2 0 1 2 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 8 -2 0 0 2 -1 -8 -2 0 3 2 1 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 0 10 -2 0 0 7 -1 -10 -7 0 6 2 1 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -10 -2 -2 0 6 1 10 -6 0 -1 2 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -10 0 -2 0 6 -1 10 -6 0 7 0 1 -7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -8 0 -2 0 1 1 8 -1 0 -2 0 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -8 0 -2 0 3 -1 8 -3 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -6 -2 -2 0 2 1 6 -2 0 1 2 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -6 10 -2 0 -1 3 6 1 0 -2 -10 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 -10 -2 0 1 6 2 -1 0 1 10 -6 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 -6 -2 0 1 2 2 -1 0 -1 6 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 -2 -2 0 -3 1 2 3 0 -2 2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 -2 -2 0 1 -3 2 -1 0 2 2 3 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 0 -2 0 -2 -1 2 2 0 -1 0 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 0 -2 0 -2 1 2 2 0 1 0 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 0 -2 0 6 -1 2 -6 0 -1 0 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 0 -2 0 6 1 2 -6 0 1 0 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 2 -2 0 -3 2 2 3 0 -1 -2 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 2 -2 0 1 -2 2 -1 0 3 -2 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 6 -2 0 1 1 2 -1 0 -2 -6 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 -2 10 -2 0 1 -1 2 -1 0 -6 -10 1 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 -10 -2 0 -1 6 0 1 0 -7 10 -6 7 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 -8 -2 0 1 1 0 -1 0 2 8 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 -2 -2 0 -1 -2 0 1 0 1 2 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 -2 -2 0 -1 6 0 1 0 1 2 -6 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 -2 -2 0 1 -2 0 -1 0 -1 2 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 -2 -2 0 1 6 0 -1 0 -1 2 -6 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 2 -2 0 -1 -2 0 1 0 -1 -2 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 2 -2 0 -1 3 0 1 0 -1 -2 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 2 -2 0 1 -3 0 -1 0 1 -2 3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 0 2 -2 0 1 2 0 -1 0 1 -2 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 2 -2 -2 0 -2 1 -2 2 0 -3 2 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 2 -2 -2 0 2 -3 -2 -2 0 1 2 3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 2 0 -2 0 -3 1 -2 3 0 -1 0 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 2 0 -2 0 -2 -1 -2 2 0 1 0 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 2 0 -2 0 2 1 -2 -2 0 -1 0 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 2 0 -2 0 3 -1 -2 -3 0 1 0 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 6 -2 -2 0 1 1 -6 -1 0 2 2 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 10 -6 -2 0 3 -1 -10 -3 0 2 6 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 2 10 -2 -2 0 -1 1 -10 1 0 6 2 -1 -6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 6 -2 2 -6 0 2 -1 2 -2 0 -1 -2 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 6 2 -2 -6 0 -1 2 -2 1 0 1 2 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 8 -2 0 -8 0 1 2 2 -1 0 -1 0 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 8 -2 0 -8 0 3 -2 2 -3 0 1 0 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 8 0 -2 -8 0 -2 3 0 2 0 -1 2 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 8 0 -2 -8 0 2 1 0 -2 0 1 2 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 10 -6 2 -10 0 2 -3 6 -2 0 1 -2 3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 10 -2 0 -10 0 6 -7 2 -6 0 1 0 7 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 10 -2 2 -10 0 6 1 2 -6 0 -1 -2 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 10 0 -2 -10 0 -7 6 0 7 0 -1 2 -6 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 10 2 -6 -10 0 -3 2 -2 3 0 -1 6 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 10 2 -2 -10 0 1 6 -2 -1 0 1 2 -6 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 24 -34 24 1],4,16,[2 1 1 1],4,0,T,22,253
[0 -2 -6 2 2 0 -2 -1 6 2 0 -2 -2 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 33 -32 33 1],4,36,[2 1 2 1],4,0,T,15,254
[0 -2 -2 0 2 0 -4 1 2 4 0 -2 0 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 33 -32 33 1],4,36,[2 1 2 1],4,0,T,15,254
[0 -2 -2 0 2 0 -2 -1 2 2 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 33 -32 33 1],4,36,[2 1 2 1],4,0,T,15,254
[0 -2 2 0 2 0 2 -1 -2 -2 0 -2 0 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 33 -32 33 1],4,36,[2 1 2 1],4,0,T,15,254
[0 -2 2 0 2 0 2 1 -2 -2 0 2 0 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 33 -32 33 1],4,36,[2 1 2 1],4,0,T,15,254
