quiver exchange matrix,mutation acyclic,mutation abundant,mutation complete,mutation connected,mutation equivalent to a quiver with a mutation-cyclic 3-vertex subquiver,mutation finite,finite forkless part,finite preforkless part,surface quiver,mutation equivalent to a quiver with a vortex subquiver,totally proper,Alexander polynomial,number of vertices,determinant of exchange matrix,gcd vector,rank of exchange matrix,determinant of companion modulo 4,mutation cycle in class,minimum number of arrows in class,class index
[0 -1 3 -10 1 0 -1 2 -3 1 0 2 10 -2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 -1 3 0 1 0 -1 2 -3 1 0 -4 0 -2 4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 -1 3 2 1 0 -1 -2 -3 1 0 2 -2 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 1 -2 -2 -1 0 -1 2 2 1 0 -4 2 -2 4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 1 -2 0 -1 0 -5 2 2 5 0 -2 0 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 1 -2 0 -1 0 -1 -2 2 1 0 2 0 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 1 -2 4 -1 0 -1 4 2 1 0 -2 -4 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 1 2 -10 -1 0 1 -2 -2 -1 0 4 10 2 -4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 1 2 0 -1 0 1 -2 -2 -1 0 -2 0 2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 1 2 0 -1 0 1 2 -2 -1 0 2 0 -2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 -3 -4 -2 0 1 2 3 -1 0 -2 4 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 -3 0 -2 0 -7 2 3 7 0 -4 0 -2 4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 -3 0 -2 0 1 -2 3 -1 0 4 0 2 -4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 -1 0 -2 0 3 2 1 -3 0 -2 0 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 -1 0 -2 0 7 -2 1 -7 0 2 0 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 -1 2 -2 0 3 -4 1 -3 0 0 -2 4 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 1 -10 -2 0 -1 4 -1 1 0 -2 10 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 1 0 -2 0 -1 -2 -1 1 0 -2 0 2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 2 1 0 -2 0 -1 2 -1 1 0 2 0 -2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 3 -2 0 -3 0 5 4 2 -5 0 -2 0 -4 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 3 -1 -10 -3 0 1 2 1 -1 0 2 10 -2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 3 -1 0 -3 0 1 -4 1 -1 0 2 0 4 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 3 -1 2 -3 0 1 2 1 -1 0 -2 -2 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 16 -30 16 1],4,4,[1 1 1 2],4,0,T,14,631
[0 -6 -3 4 6 0 3 -2 3 -3 0 1 -4 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -6 4 -3 6 0 -2 3 -4 2 0 -1 3 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -3 -6 4 3 0 -3 1 6 3 0 -2 -4 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -3 2 -4 3 0 -1 -1 -2 1 0 2 4 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -3 2 0 3 0 -1 3 -2 1 0 -2 0 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -3 2 0 3 0 5 -3 -2 -5 0 2 0 3 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 -1 0 2 0 -1 -2 1 1 0 -1 0 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 -1 0 2 0 -1 2 1 1 0 1 0 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 -1 1 2 0 -3 1 1 3 0 -1 -1 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 0 -1 2 0 -2 -1 0 2 0 1 1 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 0 -1 2 0 2 -1 0 -2 0 -1 1 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 0 1 2 0 -2 3 0 2 0 -1 -1 -3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 0 1 2 0 2 1 0 -2 0 1 -1 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 0 3 2 0 -2 -5 0 2 0 -3 -3 5 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 1 -1 2 0 1 -3 -1 -1 0 1 1 3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 1 0 2 0 1 2 -1 -1 0 -1 0 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 1 0 2 0 3 -2 -1 -3 0 1 0 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 1 4 2 0 1 -2 -1 -1 0 3 -4 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 3 0 2 0 -5 -2 -3 5 0 3 0 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -2 4 1 2 0 -2 1 -4 2 0 -3 -1 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 -7 3 1 0 2 -1 7 -2 0 -1 -3 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 -2 0 1 0 1 -1 2 -1 0 -2 0 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 -2 0 1 0 1 1 2 -1 0 2 0 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 -1 1 1 0 2 -3 1 -2 0 -1 -1 3 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 0 3 1 0 1 -1 0 -1 0 3 -3 1 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 1 -1 1 0 -3 2 -1 3 0 1 1 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 2 0 1 0 -3 -1 -2 3 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 2 1 1 0 -3 0 -2 3 0 -3 -1 0 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 3 -7 1 0 -1 2 -3 1 0 1 7 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 3 0 1 0 -1 1 -3 1 0 -3 0 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -1 3 1 1 0 -1 -1 -3 1 0 2 -1 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 0 -2 1 0 0 2 -1 2 -2 0 3 -1 1 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 1 -2 -1 -1 0 -1 1 2 1 0 -3 1 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 1 -2 0 -1 0 -3 1 2 3 0 -2 0 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 1 -2 0 -1 0 -1 -1 2 1 0 2 0 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 1 -2 4 -1 0 -1 3 2 1 0 -2 -4 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 1 2 -7 -1 0 1 -2 -2 -1 0 3 7 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 1 2 0 -1 0 1 -1 -2 -1 0 -2 0 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 1 2 0 -1 0 1 1 -2 -1 0 2 0 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -7 1 -2 0 3 -1 7 -3 0 2 -1 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -4 -3 -2 0 2 1 4 -2 0 1 3 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -3 -4 -2 0 1 2 3 -1 0 -1 4 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -3 0 -2 0 -5 2 3 5 0 -3 0 -2 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -3 0 -2 0 1 -2 3 -1 0 3 0 2 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -1 0 -2 0 3 2 1 -3 0 -1 0 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -1 0 -2 0 5 -2 1 -5 0 1 0 2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 -1 1 -2 0 3 -3 1 -3 0 0 -1 3 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 0 -3 -2 0 -2 1 0 2 0 -3 3 -1 3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 0 -3 -2 0 2 -5 0 -2 0 3 3 5 -3 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 0 -1 -2 0 -2 5 0 2 0 -1 1 -5 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 0 -1 -2 0 2 3 0 -2 0 1 1 -3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 0 1 -2 0 -2 -1 0 2 0 1 -1 1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 0 1 -2 0 2 -1 0 -2 0 -1 -1 1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 1 -7 -2 0 -1 3 -1 1 0 -2 7 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 1 -1 -2 0 -3 3 -1 3 0 0 1 -3 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 1 0 -2 0 -1 -2 -1 1 0 -1 0 2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 2 1 0 -2 0 -1 2 -1 1 0 1 0 -2 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 3 -2 0 -3 0 5 3 2 -5 0 -2 0 -3 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 3 -1 -7 -3 0 1 1 1 -1 0 2 7 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 3 -1 0 -3 0 1 -3 1 -1 0 1 0 3 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 3 -1 1 -3 0 1 2 1 -1 0 -1 -1 -2 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 3 0 -1 -3 0 -3 1 0 3 0 -1 1 -1 1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 3 1 -1 -3 0 2 1 -1 -2 0 1 1 -1 -1 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 11 -24 11 1],4,0,[1 1 1 1],2,0,T,19,632
[0 -6 -3 4 6 0 1 -2 3 -1 0 0 -4 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -3 -6 4 3 0 -1 0 6 1 0 -2 -4 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -3 1 0 3 0 -2 -2 -1 2 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -3 1 0 3 0 -2 2 -1 2 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -3 2 -4 3 0 -1 0 -2 1 0 2 4 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -3 2 0 3 0 -1 2 -2 1 0 -2 0 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -3 2 0 3 0 3 -2 -2 -3 0 2 0 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -2 -1 0 2 0 -1 -2 1 1 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -2 -1 0 2 0 -1 2 1 1 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -2 -1 4 2 0 -1 -6 1 1 0 -6 -4 6 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -2 1 0 2 0 1 -2 -1 -1 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -2 1 0 2 0 1 2 -1 -1 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -2 1 4 2 0 1 -2 -1 -1 0 2 -4 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -2 3 0 2 0 -5 -2 -3 5 0 2 0 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 -2 0 1 0 1 0 2 -1 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 -2 0 1 0 1 0 2 -1 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 -1 0 1 0 -2 0 1 2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 -1 0 1 0 -2 0 1 2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 -1 0 1 0 2 -2 1 -2 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 -1 0 1 0 2 2 1 -2 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 1 -2 1 0 2 -4 -1 -2 0 2 2 4 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 1 0 1 0 -3 -2 -1 3 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 1 0 1 0 -3 2 -1 3 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 1 0 1 0 2 0 -1 -2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 1 2 1 0 -3 0 -1 3 0 -4 -2 0 4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 2 0 1 0 -3 0 -2 3 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 2 0 1 0 -3 0 -2 3 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 3 -4 1 0 -1 2 -3 1 0 0 4 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 3 0 1 0 -2 2 -3 2 0 -4 0 -2 4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 3 0 1 0 -1 0 -3 1 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 -1 3 0 1 0 -1 0 -3 1 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -3 0 -1 0 2 0 3 -2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -3 0 -1 0 2 0 3 -2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -2 0 -1 0 -1 0 2 1 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -2 0 -1 0 -1 0 2 1 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -2 4 -1 0 -1 2 2 1 0 -2 -4 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -1 -2 -1 0 -2 2 1 2 0 -4 2 -2 4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -1 0 -1 0 -2 -2 1 2 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 -1 2 -1 0 3 -4 1 -3 0 0 -2 4 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 1 -6 -1 0 -2 4 -1 2 0 -6 6 -4 6 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 1 -6 -1 0 2 -6 -1 -2 0 4 6 6 -4 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 1 0 -1 0 -2 0 -1 2 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 1 0 -1 0 -2 0 -1 2 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 1 0 -1 0 2 -2 -1 -2 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 1 0 -1 0 2 2 -1 -2 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 2 -4 -1 0 1 -2 -2 -1 0 2 4 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 2 0 -1 0 1 0 -2 -1 0 -2 0 0 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 1 2 0 -1 0 1 0 -2 -1 0 2 0 0 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 -3 -4 -2 0 1 2 3 -1 0 0 4 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 -3 0 -2 0 -3 2 3 3 0 -2 0 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 -3 0 -2 0 1 -2 3 -1 0 2 0 2 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 -1 0 -2 0 3 -2 1 -3 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 -1 0 -2 0 3 2 1 -3 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 1 -4 -2 0 -1 2 -1 1 0 -2 4 -2 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 1 0 -2 0 -1 -2 -1 1 0 0 0 2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
[0 2 1 0 -2 0 -1 2 -1 1 0 0 0 -2 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 8 -14 8 1],4,4,[1 1 1 2],4,0,T,16,633
